customer_id,age,gender,tenure_months,total_orders,avg_order_value,total_spent,last_purchase_days,app_opens_last_30d,support_tickets,satisfaction_score,referrals,discount_usage,membership,churn
CUST4158,21,Female,20,3,1881,5643,117,13,4,1.0,2,No,Gold,Yes
CUST4159,56,Female,52,72,1337,96264,154,7,1,1.4,2,No,Free,No
CUST4160,43,Female,21,31,1102,34162,167,1,3,3.8,5,Yes,Gold,Yes
CUST4161,50,Female,37,48,1686,80928,22,29,0,1.3,4,No,Free,No
CUST4162,50,Male,8,3,1981,5943,134,6,3,4.5,5,No,Free,No
CUST4163,25,Female,27,50,3772,188600,126,9,2,2.2,5,Yes,Free,No
CUST4164,37,Male,47,70,731,51170,36,27,4,1.4,4,No,Gold,No
CUST4165,33,Female,59,78,827,64506,6,29,4,4.0,1,No,Free,No
CUST4166,38,Male,35,67,1449,97083,76,21,1,3.1,4,Yes,Free,No
CUST4167,62,Male,6,1,2386,2386,81,20,2,2.2,0,Yes,Free,Yes
CUST4168,43,Male,60,44,4595,202180,94,12,1,2.6,2,Yes,Free,No
CUST4169,40,Male,45,63,2797,176211,21,26,1,1.1,5,No,Platinum,No
CUST4170,35,Male,44,46,1807,83122,77,16,1,3.7,3,Yes,Platinum,No
CUST4171,48,Male,19,19,697,13243,81,20,2,2.5,2,Yes,Free,No
CUST4172,69,Female,18,19,3279,62301,144,3,1,3.9,5,Yes,Free,No
CUST4173,59,Male,56,73,3836,280028,18,28,4,3.5,1,No,Gold,No
CUST4174,29,Female,1,1,1838,1838,94,12,1,3.6,5,Yes,Free,No
CUST4175,18,Female,25,46,2191,100786,38,24,2,4.2,4,Yes,Gold,No
CUST4176,59,Female,27,37,715,26455,116,12,2,3.5,2,Yes,Free,No
CUST4177,26,Female,7,2,2149,4298,35,22,3,2.7,4,Yes,Silver,No
CUST4178,20,Female,44,63,3362,211806,14,30,1,2.6,5,No,Free,No
CUST4179,68,Male,42,41,1109,45469,156,3,2,1.5,1,Yes,Gold,Yes
CUST4180,43,Male,29,53,3058,162074,59,19,5,4.1,4,Yes,Free,No
CUST4181,26,Male,31,7,1417,9919,167,5,1,4.0,3,Yes,Free,No
CUST4182,59,Female,44,9,4752,42768,143,8,0,2.0,5,Yes,Silver,No
CUST4183,68,Female,43,4,661,2644,160,7,4,4.5,1,Yes,Free,No
CUST4184,33,Male,36,49,4637,227213,88,15,4,3.4,2,Yes,Free,No
CUST4185,41,Male,19,12,3311,39732,15,31,5,2.9,2,Yes,Free,No
CUST4186,67,Female,6,6,3921,23526,157,1,1,1.1,3,No,Platinum,Yes
CUST4187,31,Male,25,18,4715,84870,97,16,4,2.5,0,No,Free,Yes
CUST4188,20,Female,31,40,1598,63920,103,13,4,3.6,4,No,Free,No
CUST4189,51,Female,9,15,3221,48315,43,23,0,1.4,5,Yes,Platinum,No
CUST4190,50,Female,20,3,3208,9624,165,2,4,2.8,2,Yes,Gold,Yes
CUST4191,67,Female,10,2,622,1244,50,22,4,5.0,5,No,Silver,No
CUST4192,41,Female,37,56,3200,179200,17,26,2,3.9,3,Yes,Silver,No
CUST4193,26,Female,27,41,3753,153873,4,33,4,3.2,4,No,Gold,No
CUST4194,30,Female,13,8,3561,28488,167,2,1,3.1,1,Yes,Free,No
CUST4195,19,Female,41,68,4461,303348,5,29,4,1.2,5,Yes,Silver,No
CUST4196,24,Male,2,4,1288,5152,75,18,1,4.8,3,No,Free,No
CUST4197,65,Male,50,66,756,49896,114,10,4,4.7,1,Yes,Free,No
CUST4198,38,Male,21,29,4525,131225,11,26,1,3.7,1,No,Free,No
CUST4199,36,Male,33,66,4154,274164,11,30,4,1.4,1,No,Gold,No
CUST4200,42,Female,24,34,3751,127534,72,20,5,1.8,4,Yes,Gold,Yes
CUST4201,64,Female,53,27,4089,110403,105,14,1,1.7,0,Yes,Silver,No
CUST4202,39,Male,44,60,1107,66420,149,9,4,3.1,5,No,Silver,No
CUST4203,28,Male,42,39,4926,192114,48,24,0,1.8,1,Yes,Silver,No
CUST4204,50,Female,34,44,4427,194788,177,1,2,3.8,2,Yes,Gold,No
CUST4205,49,Male,60,102,2652,270504,3,28,2,3.2,4,Yes,Silver,No
CUST4206,38,Male,9,18,1046,18828,177,0,2,1.1,4,No,Silver,Yes
CUST4207,56,Female,2,4,2404,9616,2,30,2,4.0,1,No,Free,No
CUST4208,37,Female,55,19,2182,41458,143,10,0,1.8,2,No,Silver,No
CUST4209,25,Male,56,91,988,89908,13,28,5,4.3,3,No,Free,No
CUST4210,59,Male,30,45,2322,104490,63,19,5,2.4,4,No,Silver,Yes
CUST4211,54,Male,22,20,3621,72420,119,9,0,2.4,1,Yes,Gold,No
CUST4212,26,Female,46,21,4274,89754,168,3,4,1.0,5,Yes,Free,Yes
CUST4213,42,Female,11,2,3572,7144,67,19,0,5.0,1,Yes,Free,No
CUST4214,42,Male,55,72,3952,284544,58,24,2,3.4,5,No,Platinum,No
CUST4215,50,Female,43,19,1149,21831,129,12,5,2.7,5,Yes,Gold,Yes
CUST4216,19,Female,17,26,1147,29822,118,12,3,1.4,0,No,Free,Yes
CUST4217,36,Male,36,28,880,24640,9,31,4,3.8,0,No,Free,No
CUST4218,63,Female,13,4,2566,10264,74,19,1,2.1,3,Yes,Free,Yes
CUST4219,37,Female,7,3,2363,7089,89,19,5,5.0,3,Yes,Silver,No
CUST4220,59,Male,16,10,2790,27900,100,12,2,4.8,5,Yes,Gold,No
CUST4221,58,Male,33,48,4724,226752,153,7,5,3.9,3,No,Free,No
CUST4222,59,Female,45,10,1699,16990,131,10,2,4.9,3,Yes,Gold,No
CUST4223,46,Female,1,1,3490,3490,27,25,2,1.4,1,No,Platinum,No
CUST4224,23,Female,11,9,1607,14463,129,8,5,2.1,1,No,Free,Yes
CUST4225,34,Female,6,7,3947,27629,65,18,5,2.0,1,Yes,Free,Yes
CUST4226,42,Female,20,36,721,25956,143,6,5,1.3,2,No,Gold,Yes
CUST4227,55,Male,35,19,1939,36841,123,10,0,4.9,5,Yes,Gold,No
CUST4228,21,Female,44,64,1117,71488,56,23,5,1.2,3,Yes,Free,No
CUST4229,47,Male,37,19,3070,58330,150,3,1,4.4,2,Yes,Silver,No
CUST4230,37,Male,41,76,3255,247380,150,7,4,4.1,4,No,Gold,No
CUST4231,20,Female,26,13,3290,42770,20,30,2,2.5,5,Yes,Free,No
CUST4232,40,Female,58,25,4442,111050,102,14,5,1.1,4,Yes,Free,Yes
CUST4233,68,Male,12,4,3809,15236,152,5,1,1.0,1,No,Free,Yes
CUST4234,35,Female,30,25,4554,113850,57,19,3,1.8,4,Yes,Platinum,No
CUST4235,43,Male,28,28,724,20272,36,25,5,3.0,1,Yes,Free,No
CUST4236,53,Male,27,42,2741,115122,176,2,0,2.8,5,No,Free,Yes
CUST4237,25,Male,42,39,4652,181428,142,8,2,3.3,5,Yes,Free,No
CUST4238,34,Female,19,30,4196,125880,155,6,1,4.1,3,Yes,Platinum,No
CUST4239,48,Female,5,5,3850,19250,131,10,5,2.5,2,Yes,Free,Yes
CUST4240,54,Male,58,81,4327,350487,46,21,1,1.6,1,No,Gold,No
CUST4241,62,Female,5,2,1903,3806,177,0,2,4.2,0,Yes,Free,Yes
CUST4242,50,Male,41,21,4712,98952,102,14,1,2.3,0,Yes,Gold,No
CUST4243,44,Female,27,22,909,19998,71,22,1,2.1,3,No,Gold,No
CUST4244,62,Male,28,39,2416,94224,170,5,5,4.1,2,Yes,Free,No
CUST4245,21,Male,26,50,3938,196900,88,16,5,4.7,1,No,Free,No
CUST4246,39,Female,27,6,4567,27402,57,19,4,4.7,3,No,Free,No
CUST4247,43,Male,52,50,3359,167950,104,10,0,1.5,2,Yes,Free,No
CUST4248,49,Male,49,80,2483,198640,179,0,4,3.0,0,Yes,Gold,Yes
CUST4249,41,Female,42,66,2551,168366,68,19,0,1.4,1,Yes,Free,No
CUST4250,63,Female,21,1,4201,4201,45,26,0,4.8,2,No,Silver,No
CUST4251,52,Male,1,1,522,522,152,6,4,1.9,4,Yes,Free,Yes
CUST4252,54,Male,54,30,3468,104040,24,24,2,1.8,1,No,Free,No
CUST4253,49,Male,28,43,1244,53492,120,8,1,4.6,4,Yes,Free,No
CUST4254,24,Female,48,52,1101,57252,34,26,3,4.9,5,Yes,Free,No
CUST4255,50,Male,58,37,3535,130795,14,31,4,3.8,5,Yes,Free,No
CUST4256,48,Female,58,48,2342,112416,105,13,4,1.5,5,Yes,Silver,Yes
CUST4257,29,Female,15,23,3174,73002,127,7,2,2.9,3,Yes,Free,No
CUST4258,28,Male,55,1,4676,4676,73,20,1,4.3,2,Yes,Gold,No
CUST4259,41,Male,17,19,3162,60078,87,19,5,3.3,5,No,Gold,No
CUST4260,25,Male,26,46,982,45172,162,6,4,1.5,2,Yes,Gold,Yes
CUST4261,49,Male,20,3,4536,13608,28,25,3,1.7,2,No,Platinum,No
CUST4262,55,Female,25,2,3139,6278,37,24,1,4.5,2,Yes,Platinum,No
CUST4263,39,Male,13,24,3811,91464,23,30,4,3.1,1,Yes,Free,No
CUST4264,51,Male,33,17,4628,78676,18,28,5,3.8,4,No,Free,No
CUST4265,36,Female,25,28,4875,136500,173,5,4,2.5,4,Yes,Silver,Yes
CUST4266,69,Male,8,2,4325,8650,48,22,5,3.1,3,Yes,Free,No
CUST4267,37,Female,5,1,2699,2699,43,25,0,4.9,5,Yes,Platinum,No
CUST4268,31,Male,6,6,2182,13092,153,8,0,2.3,3,Yes,Free,No
CUST4269,50,Female,23,41,4108,168428,152,5,4,3.7,2,No,Gold,No
CUST4270,27,Female,52,27,1518,40986,34,28,2,1.7,0,Yes,Silver,No
CUST4271,33,Female,30,55,3470,190850,163,0,0,1.5,0,Yes,Platinum,Yes
CUST4272,21,Female,14,5,1811,9055,141,8,4,4.1,2,No,Gold,No
CUST4273,44,Male,54,32,1918,61376,55,20,5,4.4,5,Yes,Free,No
CUST4274,45,Male,23,45,3000,135000,133,9,1,3.7,4,No,Free,No
CUST4275,60,Female,11,19,3167,60173,31,22,5,1.6,3,Yes,Gold,No
CUST4276,33,Female,31,28,1886,52808,25,27,3,2.0,1,Yes,Platinum,No
CUST4277,69,Male,6,12,1644,19728,142,8,0,4.6,0,No,Gold,No
CUST4278,50,Male,11,10,2563,25630,176,0,4,2.2,3,Yes,Gold,Yes
CUST4279,65,Male,13,20,2046,40920,55,18,0,4.3,0,No,Free,No
CUST4280,36,Male,12,21,2645,55545,36,25,5,2.1,4,No,Silver,No
CUST4281,38,Male,54,78,2663,207714,124,12,5,4.8,4,Yes,Platinum,No
CUST4282,39,Female,2,2,3512,7024,52,25,1,4.7,2,Yes,Free,No
CUST4283,26,Male,53,26,4944,128544,100,15,2,1.2,2,Yes,Silver,No
CUST4284,26,Male,35,17,4827,82059,77,16,4,4.1,0,No,Free,No
CUST4285,26,Female,55,82,3682,301924,35,26,1,1.7,0,No,Silver,No
CUST4286,44,Female,36,7,3923,27461,100,13,3,1.9,3,Yes,Silver,Yes
CUST4287,34,Female,17,20,4501,90020,10,27,4,2.8,2,Yes,Silver,No
CUST4288,61,Female,28,38,4059,154242,26,28,3,3.3,4,Yes,Free,No
CUST4289,62,Male,28,11,2056,22616,1,33,2,2.3,5,Yes,Free,No
CUST4290,25,Female,22,44,3186,140184,21,29,4,3.3,3,No,Gold,No
CUST4291,33,Female,38,58,2832,164256,65,22,4,1.7,3,No,Platinum,Yes
CUST4292,35,Male,7,3,2156,6468,111,9,1,1.1,1,Yes,Free,Yes
CUST4293,50,Female,15,23,1044,24012,16,30,0,3.3,5,Yes,Free,No
CUST4294,18,Female,32,27,891,24057,131,9,4,3.1,4,Yes,Gold,No
CUST4295,29,Male,11,19,2488,47272,13,27,2,3.8,3,Yes,Free,No
CUST4296,23,Male,24,11,4585,50435,6,26,4,3.6,5,No,Free,No
CUST4297,58,Male,3,4,796,3184,78,15,4,4.6,1,Yes,Silver,Yes
CUST4298,22,Male,30,59,1586,93574,143,7,4,2.8,5,Yes,Silver,Yes
CUST4299,33,Male,6,12,4865,58380,103,10,4,1.0,2,Yes,Free,Yes
CUST4300,35,Female,58,40,3761,150440,146,5,2,3.5,4,Yes,Platinum,No
CUST4301,66,Male,2,3,1616,4848,0,28,1,3.7,2,Yes,Free,No
CUST4302,35,Female,14,2,1576,3152,30,24,0,3.1,1,No,Free,No
CUST4303,18,Female,41,48,995,47760,127,8,2,3.8,4,No,Silver,No
CUST4304,36,Female,18,24,3495,83880,131,7,2,2.3,0,Yes,Gold,No
CUST4305,25,Female,51,93,593,55149,90,17,3,1.6,0,Yes,Gold,Yes
CUST4306,20,Male,44,84,4824,405216,57,22,0,3.7,0,No,Free,No
CUST4307,42,Male,31,18,1220,21960,55,20,1,2.0,5,No,Free,No
CUST4308,22,Female,13,14,4862,68068,180,2,5,2.8,3,No,Free,Yes
CUST4309,57,Female,26,18,4876,87768,42,26,1,3.0,5,Yes,Free,No
CUST4310,36,Female,44,2,4526,9052,73,16,5,2.9,5,Yes,Silver,Yes
CUST4311,35,Male,12,1,4555,4555,48,21,3,3.4,5,Yes,Gold,No
CUST4312,67,Female,18,20,1606,32120,111,13,3,1.1,5,Yes,Silver,Yes
CUST4313,70,Male,9,2,4432,8864,107,16,2,5.0,0,Yes,Platinum,No
CUST4314,48,Female,49,41,4222,173102,59,19,1,3.9,3,No,Gold,No
CUST4315,50,Female,21,41,1871,76711,93,12,5,2.7,3,No,Free,Yes
CUST4316,64,Male,48,75,922,69150,143,4,1,1.8,1,Yes,Free,Yes
CUST4317,35,Female,49,91,2505,227955,72,20,5,1.3,0,Yes,Silver,Yes
CUST4318,56,Male,53,23,4911,112953,98,11,1,3.7,4,Yes,Silver,No
CUST4319,33,Male,56,38,1263,47994,113,12,2,2.3,5,No,Silver,No
CUST4320,33,Female,40,44,3868,170192,174,0,5,1.9,3,Yes,Silver,Yes
CUST4321,64,Female,43,67,1397,93599,14,27,1,2.5,1,Yes,Free,No
CUST4322,55,Female,24,12,1452,17424,62,18,4,3.4,3,Yes,Free,No
CUST4323,58,Female,34,30,3422,102660,27,26,3,3.7,4,No,Gold,No
CUST4324,24,Female,8,15,4979,74685,147,5,3,3.6,4,Yes,Gold,No
CUST4325,31,Female,44,87,3697,321639,160,2,5,4.5,0,Yes,Platinum,Yes
CUST4326,60,Female,53,65,4698,305370,35,26,3,1.9,3,No,Platinum,No
CUST4327,70,Male,33,41,1399,57359,124,9,3,3.5,4,No,Free,No
CUST4328,65,Female,23,20,4523,90460,140,9,4,1.4,2,Yes,Free,Yes
CUST4329,42,Male,13,22,4705,103510,61,19,0,3.2,4,No,Gold,No
CUST4330,49,Female,54,6,4141,24846,150,6,1,3.3,4,Yes,Platinum,No
CUST4331,55,Male,53,75,4043,303225,12,29,5,1.9,3,Yes,Free,No
CUST4332,39,Male,49,4,4141,16564,87,15,3,2.6,5,No,Free,Yes
CUST4333,33,Male,14,27,3590,96930,39,25,1,4.3,4,No,Free,No
CUST4334,69,Female,14,10,4979,49790,157,2,1,1.6,1,Yes,Gold,Yes
CUST4335,46,Male,16,19,1261,23959,123,9,4,2.7,5,No,Gold,Yes
CUST4336,33,Male,49,93,2907,270351,24,25,1,4.7,4,Yes,Gold,No
CUST4337,29,Female,38,38,1385,52630,153,2,3,3.0,2,No,Free,Yes
CUST4338,34,Female,58,1,3143,3143,23,29,5,3.9,4,Yes,Silver,No
CUST4339,54,Male,60,104,3743,389272,96,13,1,4.3,0,Yes,Free,No
CUST4340,44,Male,39,8,1735,13880,38,27,4,1.8,3,Yes,Free,No
CUST4341,42,Male,26,38,3433,130454,108,9,5,1.9,2,No,Platinum,Yes
CUST4342,30,Male,26,17,1968,33456,60,21,5,4.0,1,No,Free,No
CUST4343,25,Female,1,1,509,509,176,3,5,4.0,4,No,Free,Yes
CUST4344,22,Female,32,63,1291,81333,168,4,3,1.2,4,Yes,Gold,Yes
CUST4345,29,Female,57,33,2162,71346,19,28,4,2.3,1,Yes,Free,No
CUST4346,58,Male,15,15,1243,18645,171,0,2,2.6,4,Yes,Platinum,Yes
CUST4347,20,Female,52,31,2928,90768,15,25,0,4.3,0,Yes,Free,No
CUST4348,52,Female,21,21,3993,83853,148,5,1,2.7,5,Yes,Gold,No
CUST4349,50,Female,18,3,1616,4848,14,25,1,4.7,5,No,Gold,No
CUST4350,39,Female,30,2,2941,5882,166,4,1,5.0,2,No,Free,Yes
CUST4351,67,Female,60,35,1854,64890,41,25,2,4.1,4,Yes,Silver,No
CUST4352,61,Female,58,41,2980,122180,3,33,5,3.7,1,No,Free,No
CUST4353,26,Male,13,16,3501,56016,151,3,5,2.6,1,No,Silver,Yes
CUST4354,58,Female,24,45,1686,75870,130,11,0,1.3,2,Yes,Silver,No
CUST4355,35,Female,30,51,4587,233937,113,14,4,3.3,0,No,Platinum,No
CUST4356,67,Female,2,3,3331,9993,128,10,2,2.4,2,Yes,Free,Yes
CUST4357,46,Male,19,21,4161,87381,140,4,2,2.4,4,No,Free,Yes
CUST4358,56,Female,47,12,2248,26976,53,24,3,3.8,5,Yes,Free,No
CUST4359,44,Female,44,12,3363,40356,81,20,5,2.9,0,Yes,Gold,Yes
CUST4360,53,Male,47,33,1614,53262,39,27,2,4.0,0,Yes,Platinum,No
CUST4361,62,Male,25,20,3764,75280,126,8,2,2.6,1,No,Free,No
CUST4362,34,Female,50,49,3590,175910,138,6,1,1.6,0,Yes,Free,No
CUST4363,51,Female,14,21,1563,32823,41,21,5,2.8,4,Yes,Free,No
CUST4364,63,Female,6,12,4248,50976,92,13,3,4.8,4,No,Free,No
CUST4365,20,Male,12,20,3232,64640,3,29,4,4.2,4,Yes,Silver,No
CUST4366,22,Female,20,39,2372,92508,24,23,0,1.8,5,Yes,Free,No
CUST4367,31,Male,23,41,2469,101229,99,11,4,2.6,3,Yes,Gold,Yes
CUST4368,20,Male,30,49,1384,67816,163,4,3,4.7,0,Yes,Free,Yes
CUST4369,40,Male,30,59,4463,263317,124,12,1,1.5,0,No,Platinum,No
CUST4370,56,Male,38,64,4178,267392,171,3,0,2.0,4,No,Free,Yes
CUST4371,47,Male,58,100,818,81800,39,26,4,2.0,1,No,Gold,No
CUST4372,67,Male,30,22,4316,94952,91,13,5,3.3,5,Yes,Platinum,No
CUST4373,62,Male,41,26,4217,109642,172,0,5,2.6,0,Yes,Platinum,Yes
CUST4374,40,Male,30,7,3695,25865,135,6,0,1.3,3,Yes,Gold,No
CUST4375,44,Female,57,7,1874,13118,84,13,0,3.5,0,Yes,Free,No
CUST4376,27,Female,58,72,987,71064,34,22,0,1.4,2,No,Free,No
CUST4377,42,Male,36,62,950,58900,171,3,2,3.4,3,Yes,Gold,No
CUST4378,30,Female,49,90,852,76680,145,5,3,3.0,1,Yes,Gold,No
CUST4379,33,Male,34,24,2440,58560,46,26,5,3.0,3,No,Free,No
CUST4380,58,Female,16,8,2867,22936,152,7,5,1.3,3,Yes,Platinum,Yes
CUST4381,51,Male,24,48,3736,179328,168,4,3,3.6,0,No,Silver,Yes
CUST4382,54,Male,14,12,747,8964,4,28,1,2.7,3,Yes,Free,No
CUST4383,39,Female,26,47,4003,188141,124,12,5,2.6,4,No,Free,Yes
CUST4384,34,Female,8,8,1067,8536,110,12,4,3.4,5,No,Free,No
CUST4385,40,Female,14,22,1183,26026,71,17,1,3.4,3,Yes,Free,No
CUST4386,53,Female,31,9,1143,10287,86,19,4,1.1,0,Yes,Gold,Yes
CUST4387,66,Female,2,3,978,2934,2,32,0,1.5,4,No,Free,No
CUST4388,26,Male,48,54,3260,176040,164,4,5,1.9,1,Yes,Silver,Yes
CUST4389,69,Male,4,5,4963,24815,92,17,4,3.7,2,Yes,Gold,No
CUST4390,19,Male,1,1,4952,4952,40,21,4,3.3,3,No,Gold,No
CUST4391,49,Male,55,48,1868,89664,147,7,0,4.0,4,Yes,Silver,No
CUST4392,67,Female,20,24,2726,65424,86,17,1,4.0,4,Yes,Silver,No
CUST4393,70,Female,59,68,3996,271728,167,4,4,4.4,1,Yes,Platinum,Yes
CUST4394,39,Male,14,20,4112,82240,84,16,5,2.5,1,Yes,Free,Yes
CUST4395,60,Female,40,63,4507,283941,135,8,1,2.4,2,No,Free,No
CUST4396,30,Female,25,16,2342,37472,132,10,1,4.3,2,Yes,Gold,No
CUST4397,25,Male,60,74,3877,286898,24,24,3,2.0,0,No,Free,No
CUST4398,18,Male,25,43,2914,125302,38,26,5,2.8,2,No,Free,No
CUST4399,34,Male,3,2,1559,3118,164,5,5,1.8,2,No,Silver,Yes
CUST4400,29,Male,5,5,2144,10720,124,12,0,4.7,4,Yes,Free,No
CUST4401,21,Male,38,11,2311,25421,104,16,0,2.6,3,Yes,Gold,No
CUST4402,70,Female,54,29,2693,78097,4,27,2,1.8,3,Yes,Free,No
CUST4403,30,Male,26,45,2927,131715,135,9,5,3.8,5,Yes,Silver,No
CUST4404,48,Male,40,79,667,52693,3,29,1,2.0,2,No,Gold,No
CUST4405,58,Female,38,70,4682,327740,168,5,2,4.8,5,No,Silver,No
CUST4406,24,Female,38,48,653,31344,59,19,5,2.5,5,Yes,Silver,No
CUST4407,40,Female,4,7,3044,21308,53,20,0,3.7,0,Yes,Free,No
CUST4408,41,Male,7,11,4368,48048,149,7,0,2.4,0,Yes,Free,No
CUST4409,22,Male,30,20,814,16280,77,16,5,4.2,3,Yes,Free,No
CUST4410,22,Female,30,34,1222,41548,18,28,2,4.6,1,No,Silver,No
CUST4411,34,Male,56,60,4131,247860,98,12,0,4.2,4,Yes,Silver,No
CUST4412,47,Male,19,2,3845,7690,67,21,0,4.4,2,No,Silver,No
CUST4413,26,Female,39,19,3311,62909,32,22,3,1.4,4,No,Gold,No
CUST4414,23,Female,35,49,2809,137641,149,9,4,4.7,2,No,Free,No
CUST4415,42,Male,40,78,3001,234078,138,10,5,3.5,2,Yes,Free,No
CUST4416,36,Female,33,28,3833,107324,15,26,3,4.5,5,No,Silver,No
CUST4417,33,Male,33,48,2523,121104,126,12,4,3.7,3,No,Silver,No
CUST4418,38,Male,14,5,849,4245,92,13,5,1.8,4,Yes,Free,Yes
CUST4419,19,Male,38,74,1323,97902,43,22,3,3.4,4,Yes,Free,No
CUST4420,27,Male,10,17,937,15929,8,32,3,1.4,1,No,Gold,No
CUST4421,33,Male,57,109,668,72812,77,15,5,3.8,1,Yes,Silver,No
CUST4422,54,Female,28,48,4319,207312,78,20,1,2.6,4,Yes,Silver,No
CUST4423,32,Female,14,9,3914,35226,85,18,2,1.6,1,Yes,Platinum,No
CUST4424,30,Female,36,29,3801,110229,14,25,5,4.9,1,Yes,Free,No
CUST4425,30,Male,38,60,4618,277080,5,33,3,4.6,2,Yes,Platinum,No
CUST4426,49,Male,16,29,3535,102515,0,27,1,4.6,3,No,Free,No
CUST4427,62,Male,60,58,4876,282808,19,30,3,4.2,2,Yes,Silver,No
CUST4428,64,Male,21,23,4090,94070,163,1,2,3.8,5,No,Silver,No
CUST4429,63,Male,28,27,3269,88263,129,9,1,3.6,1,Yes,Silver,No
CUST4430,25,Female,33,7,2800,19600,69,17,5,1.4,2,Yes,Free,Yes
CUST4431,60,Female,6,1,4999,4999,1,31,4,4.6,2,Yes,Silver,No
CUST4432,35,Female,41,54,2680,144720,130,12,2,4.5,0,No,Free,No
CUST4433,53,Male,15,13,3845,49985,6,28,0,4.0,2,Yes,Free,No
CUST4434,43,Female,44,68,3165,215220,83,14,5,4.7,2,No,Free,No
CUST4435,27,Male,3,6,731,4386,168,3,5,3.2,3,Yes,Silver,Yes
CUST4436,48,Male,43,42,3092,129864,53,24,5,2.8,4,No,Free,No
CUST4437,50,Male,47,74,4674,345876,40,25,1,4.9,0,No,Free,No
CUST4438,46,Female,35,59,1558,91922,114,11,0,2.9,0,Yes,Free,No
CUST4439,22,Female,14,12,3042,36504,132,11,1,3.6,0,No,Free,No
CUST4440,30,Male,2,2,1633,3266,101,11,4,2.5,5,Yes,Silver,Yes
CUST4441,18,Female,29,26,4146,107796,81,15,1,3.5,0,No,Silver,No
CUST4442,40,Female,4,7,2875,20125,62,17,5,3.9,3,No,Silver,No
CUST4443,57,Male,26,9,4380,39420,0,29,3,3.5,4,Yes,Platinum,No
CUST4444,20,Male,51,101,3237,326937,24,23,0,3.1,5,No,Silver,No
CUST4445,20,Male,12,8,2931,23448,173,3,0,2.2,3,Yes,Gold,Yes
CUST4446,24,Female,2,1,1887,1887,142,8,1,3.6,0,Yes,Silver,No
CUST4447,53,Male,17,14,3803,53242,144,4,3,4.6,4,Yes,Free,Yes
CUST4448,52,Female,35,7,1937,13559,148,4,3,1.0,3,Yes,Silver,Yes
CUST4449,32,Male,10,9,3865,34785,180,0,1,1.5,4,Yes,Free,Yes
CUST4450,57,Female,48,3,2229,6687,54,23,2,1.5,5,Yes,Silver,No
CUST4451,20,Male,22,14,2939,41146,106,16,4,4.7,3,Yes,Platinum,No
CUST4452,46,Female,41,17,3673,62441,137,7,1,3.7,4,No,Free,No
CUST4453,47,Female,43,44,4407,193908,64,22,5,4.8,3,No,Free,No
CUST4454,56,Female,21,22,1816,39952,36,26,3,3.3,0,No,Silver,No
CUST4455,35,Female,15,14,1184,16576,111,14,4,2.8,0,Yes,Silver,Yes
CUST4456,28,Male,35,58,3088,179104,6,26,1,4.2,0,Yes,Gold,No
CUST4457,60,Female,48,28,4043,113204,75,18,4,1.6,5,No,Free,Yes
CUST4458,66,Male,21,14,3587,50218,39,27,2,2.5,3,Yes,Free,No
CUST4459,55,Male,21,9,2175,19575,177,0,3,2.9,4,Yes,Silver,Yes
CUST4460,57,Female,21,26,2613,67938,0,28,2,2.2,4,Yes,Silver,No
CUST4461,18,Male,60,2,1457,2914,147,5,2,2.5,1,Yes,Silver,Yes
CUST4462,46,Female,44,75,4043,303225,107,15,3,1.3,2,No,Silver,Yes
CUST4463,27,Female,32,17,3594,61098,158,1,5,1.8,0,No,Gold,Yes
CUST4464,45,Male,55,34,3307,112438,67,22,2,2.3,0,Yes,Free,No
CUST4465,48,Female,5,3,1320,3960,11,30,1,4.2,0,No,Free,No
CUST4466,36,Male,39,39,1387,54093,149,9,1,1.7,1,Yes,Silver,No
CUST4467,20,Male,9,18,4228,76104,128,11,4,2.4,1,No,Silver,Yes
CUST4468,53,Male,53,13,4493,58409,125,13,1,1.3,1,Yes,Free,No
CUST4469,60,Female,18,5,3584,17920,0,27,1,3.2,0,Yes,Free,No
CUST4470,32,Female,21,23,1375,31625,130,10,4,3.4,4,Yes,Gold,No
CUST4471,50,Female,8,10,4761,47610,116,8,0,4.5,0,No,Free,No
CUST4472,58,Female,44,88,4496,395648,148,3,3,4.3,1,Yes,Platinum,Yes
CUST4473,60,Male,52,29,1056,30624,12,30,1,2.1,1,No,Platinum,No
CUST4474,68,Male,34,26,2714,70564,140,4,4,1.5,2,Yes,Silver,Yes
CUST4475,62,Female,10,15,1208,18120,104,11,2,1.6,3,Yes,Gold,No
CUST4476,43,Female,51,57,1217,69369,160,7,2,4.9,2,No,Silver,No
CUST4477,33,Male,41,1,4165,4165,133,9,5,3.7,2,Yes,Free,No
CUST4478,53,Male,57,28,2644,74032,24,25,1,1.2,0,Yes,Silver,No
CUST4479,50,Female,24,47,2519,118393,150,5,3,1.5,3,No,Gold,Yes
CUST4480,37,Female,40,78,4279,333762,87,19,4,2.9,3,Yes,Gold,Yes
CUST4481,30,Male,24,42,790,33180,100,16,5,1.8,0,Yes,Gold,Yes
CUST4482,50,Male,56,98,2683,262934,25,27,5,4.2,4,Yes,Platinum,No
CUST4483,22,Female,32,59,4379,258361,131,7,4,3.3,5,Yes,Free,No
CUST4484,54,Female,56,31,3436,106516,101,15,4,3.5,0,Yes,Gold,No
CUST4485,31,Male,33,49,2914,142786,162,2,4,2.9,4,No,Silver,Yes
